community,rent_area,lng,lat,sell_area,r/s
正阳世纪星城丽骏湾,29.38845744,121.485016,30.915446,36160.42857,1230.429622
正阳世纪星城名仕苑,27.22756475,121.483042,30.918058,31903,1171.716982
正阳世纪星城居礼苑,27.19609098,121.485249,30.91835,33406.4,1228.353002
正阳世纪星城文华苑,26.86924448,121.480758,30.918916,32228.11111,1199.442401
正阳世纪星城米兰风尚,25.62287737,121.486282,30.916445,32428.42857,1265.604487
正阳世纪星城芳邻苑,23.56219814,121.484976,30.920154,28905,1226.753116
正阳世纪星城英伦风情,27.59365958,121.48268,30.916406,34925.33333,1265.701392
正阳世纪星城莱茵之恋,25.37108074,121.480517,30.916134,48180,1899.012521
正阳世纪星城行知苑,26.64593999,121.482671,30.919063,30359.77778,1139.377248
正阳领郡,27.12061167,121.4857623,30.91252987,68716.5,2533.737101
步阳御江金都,75.93897636,121.250666,31.403382,36580.25,481.7058611
步高苑,134.0295467,121.468898,31.211539,92952,693.5187226
武夷大楼,194.9015913,121.419877,31.21844,77246,396.3333469
武夷花园,161.6472996,121.422083,31.21823,87826.85714,543.3239985
武夷路177号,96.74851954,121.4336792,31.21997308,66796,690.4084974
武夷路207弄,92.85714286,121.4333811,31.21989349,75966,818.0953846
武夷路290弄,120.3558256,121.4313016,31.21943165,84597,702.8907788
武夷路337弄,114.7757253,121.4304916,31.21952236,79451,692.2282547
武夷路418弄,61.9047619,121.4284777,31.21889144,69587,1124.097692
武夷路450弄,130.8734048,121.427681,31.21893082,76864.16667,587.3169325
武夷路491弄,108.8888889,121.426895,31.221063,75667,694.9010204
武夷路772号,132.3529412,121.4212836,31.21866338,96377,728.1817778
武宁一村,118.2300017,121.430924,31.246436,74197.28571,627.5673233
武宁二村,97.31413001,121.43125,31.246892,72159.66667,741.5127347
武宁四村,100.755719,121.4316388,31.24973194,69114.75,685.9635435
武宁小城,96.74444845,121.4289,31.247617,72280.59091,747.1290815
武宁苑,87.21453909,121.424577,31.249765,58770.5,673.8612692
武宁路200弄,108.6771958,121.428012,31.246322,75219.71429,692.138896
武宁路74弄,113.0870953,121.4304549,31.24440815,60717,536.9047621
武定坊,151.9556131,121.4555107,31.23975089,99344.28571,653.7717409
武定坊,151.9556131,121.455575,31.239626,99344.28571,653.7717409
武定大厦,106.3802621,121.428413,31.21883149,69738.33333,655.557074
武定大楼,123.7578816,121.458881,31.240536,98450,795.50489
武定西路1192弄,97.20097289,121.4416182,31.23279857,80493,828.1089953
武定西路1371弄,144.2824174,121.4390294,31.22960979,81099.75,562.0903187
武定路540弄,139.9409858,121.456089,31.239952,91725.66667,655.4596293
武定路569号,120.5026455,121.4563679,31.2391436,79478,659.5539846
武定路579号,115.9080495,121.4560571,31.23933891,69880.33333,602.8945673
武定路603号,119.5454545,121.455674,31.239075,84375,705.7984791
武川路105弄,98.63296463,121.5020768,31.30940171,56061,568.379955
武川路222弄,103.5211045,121.5029416,31.31076848,60570.5,585.1029151
武川路245弄,105.3051599,121.5029667,31.31224565,62157.83333,590.26389
武川路99弄,95.63335694,121.5017181,31.30901531,54101.66667,565.7196233
武康路280弄(公房),214.8418936,121.4445327,31.21333813,105387.5714,490.5354801
武康路391弄,253.4888339,121.4455704,31.21240736,141593,558.5768724
武康路6弄,267.8205995,121.4463365,31.21938231,107401,401.0184437
武康路73弄,208.9380302,121.44719,31.218387,110221,527.5296216
武康路8号,227.7941053,121.4464434,31.2192943,115343,506.3476066
武泰公寓,137.4032308,121.462192,31.242458,88929.8,647.2176782
武西村,115.7666536,121.4413137,31.23281443,99606,860.403207
武进大楼,108.0655215,121.4868398,31.25580447,80014,740.4211715
殷行一二村小区,73.97241994,121.5485303,31.33113076,50291.33333,679.8660011
殷行一村,85.74420082,121.5497113,31.33174373,52271.61364,609.6227282
殷行二村,88.6637905,121.548163,31.331208,52550.04545,592.6889112
殷行路243号,79.16666667,121.548733,31.334081,46648,589.2378947
殷行路250弄,70.11326803,121.5480245,31.33441855,52864.85714,753.992199
殷行路280弄,87.56213533,121.5473335,31.33444161,53974.5,616.4137021
殷行路296弄,64.91105979,121.5459534,31.33451579,52805.33333,813.5028685
殷行路301弄,73.83270365,121.5465455,31.33419162,52388.91667,709.5624849
殷行路305弄,80.67035578,121.5465505,31.33418969,45928.11765,569.3307933
殷行路307弄,97.89505058,121.5452512,31.33421576,53069.5,542.1060583
殷行路310弄,76.52502251,121.5456036,31.33530501,51904.5,678.2683402
殷行路311号,64.28571429,121.54505,31.33422,47261,735.1711111
殷行路315号,87.04491726,121.544906,31.334808,50155,576.1967681
殷行路430弄,67.76658345,121.543886,31.336141,50831.63158,750.0987801
殷行路451弄,78.15622254,121.543108,31.334267,52225.26316,668.2163167
殷行路470弄,75.09934987,121.543978,31.336346,53257.55556,709.1613396
殷行路571弄,85.17714574,121.540017,31.333856,51192.52381,601.0124355
殷行路590弄,69.42064546,121.539264,31.33508,51534,742.3440053
殷行路718弄,160.6870748,121.5358987,31.33491838,59071,367.6151306
殷馨花苑,48.7804878,121.496636,31.325981,60101,1232.0705
殷高小区,75.58457701,121.495505,31.328357,50607.55556,669.5487037
殷高路149弄,67.30548717,121.4942637,31.32631171,51076.33333,758.8732432
殷高路150弄,100.2177406,121.494013,31.325758,54561.5,544.4295561
殷高路40弄,78.43137255,121.4970247,31.32592212,49288,628.422
毕加索小镇(一期)(公寓),75.85565514,121.653788,31.221435,58097.35593,765.8935359
毕加索小镇(一期)(别墅),79.54718147,121.656643,31.221562,50106.66667,629.8987059
毕加索小镇(二期)(公寓),76.31745244,121.654179,31.218884,61039.66667,799.8126866
毕加索小镇(二期)(别墅),65.91729567,121.654662,31.218892,55376,840.0830077
毕加索小镇（一期）（公寓）,75.17667537,121.653788,31.221435,60781.875,808.5203914
毕加索小镇（二期）（公寓）,67.49339259,121.654179,31.218884,70339.33333,1042.166213
民东公寓,98.5097417,121.3252405,31.30121347,44014.72727,446.8058337
民主东街150弄,95.08588161,121.3218597,31.30004873,42500,446.9643577
民主东街170弄,45.94720497,121.3213129,31.29965098,36113,785.9672862
民主敦发小区,72.32633373,121.453332,31.328199,49576.25,685.452275
民主新村,91.03669822,121.3578724,31.16177,72473.5,796.0910426
民主紫竹苑,83.68049708,121.460863,31.325788,52116.6,622.8046178
民主花园,73.34226922,121.454517,31.324583,50858.14815,693.4357048
民主街15号,45.45454545,121.3192654,31.29886278,41270,907.94
民主街24弄,57.07108645,121.3191535,31.29851301,39912.66667,699.3500413
民主街276弄,43.69509044,121.3141195,31.295613,33083,757.1331165
民主街32弄,77.73409023,121.3190137,31.29849097,40602,522.3190994
民主街368弄,31.66666667,121.312973,31.29526933,37128,1172.463158
民主街495弄,40.15335441,121.3092114,31.29403674,43018,1071.342622
民主街5号,30.65498371,121.3192634,31.29886379,30542,996.3143445
民主街6号,50.31762657,121.31985,31.29885388,44286,880.1289532
民主路91号,82.50003408,121.3583599,31.16027592,58382,707.6603137
民乐一村,54.11825336,121.230683,31.023752,32956.7,608.9756774
民乐三村,37.09663556,121.229717,31.024924,36283,978.0671334
民乐二村,41.71182941,121.228126,31.023713,35555,852.3960828
民乐佳苑,36.28160719,121.0934332,31.16584243,32197.71591,887.4390745
民乐四村,65.76652631,121.228969,31.024819,35716.69231,543.0831505
民乐城丽园,25.42609938,121.7452738,31.05852053,30140,1185.396138
民乐城丽园(北园),25.94152835,121.7452738,31.05852053,30615,1180.15406
民乐城惠益绿苑,26.50878132,121.755863,31.05368214,31774.39394,1198.636541
民乐社区南苑六村,40.07757431,121.2596133,31.37473686,27897.94118,696.0985453
民乐路100弄,35.23934665,121.2624301,31.37381965,28004.4,794.6912377
民京路837弄,73.0120398,121.529234,31.327855,53556,733.5228566
民京路838弄,75.13348909,121.5292723,31.32825009,54074.44444,719.7116106
民华小区,81.33011677,121.4875626,31.31702779,52366.41176,643.8747888
民园小区(西片),48.7804878,121.251247,31.387519,30735,630.0675
民富家园,99.57441098,121.519963,31.31615304,70235,705.3519002
民庆家园,95.85304899,121.526123,31.327086,70573.84615,736.2712704
民康苑,85.5377061,121.574644,31.162055,57866.33333,676.5008786
民建新村,55.17450163,121.6610681,31.27594447,51162,927.2761599
民心小区,129.5426056,121.4317052,31.22986469,76449.91304,590.1526582
民悦苑,70.09750136,121.451289,31.339266,51148.41176,729.675249
民惠佳苑,23.2645813,121.1134522,31.22033795,22033.18182,947.0697769
民惠佳苑（三区）,31.08108108,121.113437,31.21877587,23636,760.4626087
民旺苑,22.55643803,121.447852,30.925044,28940.78571,1283.038824
民星一村,80.95135241,121.547821,31.319845,50251.45455,620.7611491
民星二村,84.64977747,121.544179,31.3198,54925.83871,648.8598122
民星住宅小区,66.9247038,121.545112,31.320119,55040.04167,822.4174116
民星苑,94.0838339,121.576938,31.168033,52038,553.1024602
民星路330弄,65.46742272,121.5499974,31.31883171,48562.28571,741.7778751
民星路350弄,90.72217445,121.548389,31.31791,55039.4,606.6807849
民星路404号,84.61538462,121.5443372,31.31790808,57018,673.8490909
民星路406号,130.3722688,121.5440923,31.31783065,56768,435.4300229
民星路408弄,91.74908429,121.5439469,31.31778507,54919.45455,598.5831354
民星路418号,128.8220551,121.5430799,31.31777163,56548.66667,438.9672763
民星路568弄,67.77222294,121.5405619,31.31834747,58622.5,864.993023
民星路600弄,89.51080492,121.539095,31.317748,57225.58333,639.3148111
民春苑,45.57406822,121.6722281,31.28146817,42638.38462,935.5843418
民欣苑,75.35744605,121.5441865,31.31636619,55759.5,739.9335159
民治路12弄,78.0415177,121.558002,31.301167,52479.625,672.4577705
民治路15弄,69.57888055,121.556947,31.300779,51169.42857,735.4160941
民生四村,119.314401,121.5488722,31.2459288,77446,649.0918057
民生里,110.0887157,121.409476,31.221457,67469.5,612.8648115
民胜苑,35.81977793,121.660554,31.27647773,43886.4,1225.200226
民苑小区,114.4478914,121.4655121,31.17745118,84974.66667,742.4747249
民风小区,39.30380087,121.6728171,31.28630589,35197.22727,895.5171382
气象局小区,129.4428352,121.44153,31.1967,130118,1005.215931
气象苑,111.1924128,121.4434023,31.17480791,85759,771.2666528
氯碱小区,41.55923891,121.4805944,31.05012272,37436.01724,900.7868822
水上新村(奉贤),35.63729615,121.468761,30.925402,28838.5,809.2224471
水上新村(宝山),64.49673886,121.494726,31.413891,44534.8,690.4969272
水上新村(浦东),36.69135802,121.768348,31.05335,34420,938.0955585
水上新村（奉贤）,32.51108425,121.470229,30.925942,34670.5,1066.420908
水上新村（奉贤）,32.51108425,121.468761,30.925402,34670.5,1066.420908
水上新村（宝山）,70.36979048,121.494467,31.41263685,49051.66667,697.0557441
水上新村（宝山）,70.36979048,121.494726,31.413891,49051.66667,697.0557441
水上新村（浦东）,33.52749323,121.768348,31.05335,32312,963.7463731
水丰路61弄,84.76858129,121.5486268,31.28726283,59141,697.6759443
水仙家园,61.40350877,121.4730185,31.30632314,51039,831.2065714
水仙小区,42.36833762,121.1637916,31.30136407,32723.53333,772.3582083
水仙苑,83.844637,121.399239,31.213213,61471.57143,733.1604456
水仙苑(闵行)(公寓),56.77785664,121.4073634,31.11388305,60713.5,1069.316519
水仙苑(闵行)(别墅),80.18175818,121.408644,31.11466,69235,863.4757029
水仙雅苑,44.19339783,121.254829,31.106561,34128.33333,772.2495896
水利新村,29.55096163,121.766298,31.054702,33621,1137.729473
水塘小区,87.67522601,121.4056221,31.25509927,60003.25,684.380899
水岸家园,25.2671326,121.74539,31.050073,29270.28571,1158.433218
水岸家苑,22.41078206,121.437336,30.992116,28141.59091,1255.716593
水岸秀苑,106.2833983,121.3175491,31.24657189,43907.86792,413.1206624
水岸茗苑,103.1830778,121.433168,31.238168,83111.83333,805.4793002
水岸蓝桥(公寓),79.29326575,121.414492,31.280595,66345.60526,836.7117262
水岸蓝桥(别墅),112.3580469,121.414915,31.280787,57454.5,511.3518934
水岸蓝桥（公寓）,85.97378495,121.414492,31.280595,66855.6,777.627739
水岸豪庭,129.8768068,121.427686,31.234228,83551.45455,643.3131259
水岸金桥苑,68.32370682,121.3211521,31.25187842,44065.1129,644.9461681
水帘洞小区,27.57478422,121.439975,30.997594,27611.15789,1001.319092
水景书香园,73.77710197,121.369581,31.155166,109375,1482.50605
水景苑,148.8286534,121.476768,31.244609,84813.5,569.8734625
水景豪园,41.82446855,121.704659,31.20637933,42245.83333,1010.0746
水月坊,90.86688234,121.5468256,31.27546515,70693.5,777.9897162
水木年华花园,88.86043038,121.468817,31.292642,74825.5,842.0564663
水榭花堤,73.22741782,121.364602,31.148632,64221.42857,877.0134259
水泥新村,26.36363636,121.440356,31.001269,28459.5,1079.498276
水清一村,71.30203553,121.385435,31.120486,55144.40741,773.3917693
水清三村,81.03122799,121.385378,31.122103,52460.4,647.4096629
水清二村,66.86748163,121.388094,31.122765,51880.13043,775.8648774
水清嘉苑,75.39181887,121.3862327,31.12309705,60926.07692,808.1258396
水清年华花园,123.1877297,121.349303,31.156255,57857.19231,469.6668446
水清木华,111.7405682,121.567274,31.231096,99153.58333,887.3552814
水清苑,60.49106989,121.3828383,31.13198319,46211.38889,763.9373708
水电小区,108.5482019,121.482203,31.294113,58565.51613,539.5346502
水电新村,66.20735676,121.532579,31.343358,48233,728.5142069
水电路1013弄,84.61865767,121.485472,31.29475124,66398,784.673284
水电路108弄,105.2705558,121.4786281,31.2791671,65852,625.5500362
水电路1344弄,83.12216282,121.4818993,31.30028445,57024.8125,686.0361974
水电路1381弄,83.82348574,121.483146,31.30347622,57767.29412,689.1540433
水电路386弄,99.50465725,121.481438,31.28268796,59870.66667,601.68708
水电路62弄,73.83610055,121.4786281,31.2791671,67833,918.6969449
水电路703弄,88.23529412,121.4828948,31.28849568,54351.66667,615.9855556
水电路737弄,77.77777778,121.483138,31.28942787,65907,847.3757143
水语人家,36.47900894,121.538379,31.05232,42175.625,1156.161481
水语人家北苑,129.1373416,121.538739,31.053861,38012.20833,294.3548926
水语人家南苑,33.17002756,121.538379,31.05232,38030.36842,1146.528092
水都南岸(一期),22.65852547,121.0642399,31.09401006,17922.75,790.9936605
水都南岸（二期）,34.45041707,121.0637862,31.09113303,23759.625,689.6759756
水闸小区,27.27502185,121.4382138,30.9979888,28516.1,1045.502371
水霞小区,107.0504617,121.3965191,31.21479623,81238.44737,758.8799348
水韵华庭,109.1862058,121.42973,31.275256,61207.58333,560.5798179
水韵悦城,25.25773196,121.336358,30.751009,28782,1139.532245
永业公寓,151.5381819,121.484826,31.21442,120466.7619,794.9597945
永业大楼,163.5368957,121.47643,31.226982,98011,599.3204139
永业小区,66.25285321,121.620004,31.270884,49265.53125,743.5986356
永久公寓,84.49438056,121.5462555,31.27813529,61035.5,722.3616481
永久城市花园,61.7324316,121.5963514,31.34326603,52284,846.9454167
永乐苑,127.541796,121.452518,31.272761,67907.8125,532.4357554
永兆豪庭,94.18378155,121.401563,31.179649,78402.375,832.4402961
永兴小区,59.78929602,121.357349,31.182796,46553.33333,778.6232057
永兴小马路60号,94.19818847,121.4708836,31.25713835,64136,680.8623503
永兴小马路70号,96.52633337,121.4708832,31.2575493,71268.5,738.3321993
永兴小马路80号,92.25075455,121.4708889,31.25799806,66170.25,717.2868159
永兴路140号,94.81409002,121.48062,31.25981084,68966,727.3813416
永兴路300号,108.6177567,121.4784487,31.25863497,64363,592.5642542
永兴路973弄,102.3374982,121.4661219,31.25783669,70751,691.3497129
永吉路122弄,103.273024,121.5397173,31.29153981,61899,599.3723975
永吉路81弄,75.71138211,121.540138,31.28891289,65005.5,858.5961342
永吉路97弄,80.60596333,121.540425,31.290023,61381.53846,761.5012081
永和一村,55.76694009,121.435873,31.295672,52531.4,941.981036
永和三村,79.08908574,121.43712,31.301306,53882.5,681.2886948
永和东村,121.6847626,121.438166,31.298318,57091.22222,469.1731405
永和丽园,114.8619407,121.437756,31.291739,63671.6,554.3315705
永和二村,89.41992709,121.4351,31.297883,55112.57746,616.334404
永和家园,102.7330023,121.431945,31.297434,65089.72727,633.5814765
永和教师苑,75.17696182,121.43784,31.301329,57974.54545,771.1743605
永和生活广场,46.14110843,121.341347,31.260648,20469.33333,443.6246555
永和苑,77.15868708,121.442645,31.293443,58238,754.7821536
永和路448弄,64.38265811,121.445598,31.29377793,55537,862.608063
永和阳光苑,126.0244597,121.434123,31.293177,60854.5,482.8784835
永和雅园,121.0035292,121.436283,31.293355,70363.875,581.5026673
永嘉公寓,160.2564103,121.466858,31.216255,105497,658.30128
永嘉大楼,164.49562,121.455532,31.211049,116503.1667,708.2447952
永嘉第一小区,234.5741169,121.4649266,31.22449685,96016.66667,409.3233642
永嘉路386弄,141.396563,121.4619105,31.21395802,124704.25,881.9468265
永嘉路695弄,160.7986723,121.4531749,31.21010753,143805.5,894.3201949
永太小区,171.3782534,121.462986,31.215401,115531.125,674.1294342
永宁路122弄,67.07692308,121.617632,31.27235756,55455,826.7373853
永安小区(杨浦),105.3685667,121.5435198,31.26938164,58438.5,554.6103722
永安小区（杨浦）,90.39762976,121.5435198,31.26938164,83733,926.2742864
永安新村,98.50166434,121.5565439,31.2543518,60600.15789,615.2196341
永巍公寓,69.71556051,121.4703337,31.2859763,67691,970.959704
永年大厦,114.3665286,121.4878943,31.2185292,84706,740.6537648
永年路178弄,122.1212837,121.484596,31.217806,94485,773.6980575
永康城佳兴苑,28.97539712,121.517136,31.040325,33060.64286,1140.990155
永康城浦欣苑,22.79166667,121.5074202,31.02834499,31008,1360.497258
永康路141弄,169.1978671,121.462942,31.21643713,112993.5,667.818702
永康路167号,175,121.465657,31.217448,114745,655.6857143
永康路38弄,135.2994228,121.4645028,31.21727807,111704,825.6058872
永康路91弄,102.1505376,121.4636732,31.21675553,90900,889.8631579
永建路152弄,51.85606061,121.622407,31.27016256,48929.83333,943.5701972
永建路86弄,58.14563629,121.6216327,31.26949522,54188.66667,931.9472643
永德小区,50.37452484,121.4734781,31.05041283,39026.25676,774.7220818
永怡公寓,81.44473503,121.374393,31.191389,56264,690.8242746
永恒公寓,62.11783143,121.5763628,31.12453797,40063.16667,644.9543673
永惠大厦,108.7900979,121.491535,31.221851,70631.5,649.2456701
永新城,180.3148612,121.450397,31.1991,123523.8421,685.0452662
永新花苑,125.9404004,121.449225,31.199543,99520.75,790.221007
永旭家苑,36.21255754,121.7277226,31.23929838,36327.16667,1003.1649
永昌大厦,120.0871869,121.450246,31.242065,64880.85714,540.281264
永明大厦,99.06074986,121.493465,31.216934,82622.33333,834.0572169
永欣新村,19.60784314,121.4557746,30.92172669,24809.25,1265.27175
永泰公寓,178.5714286,121.477867,31.214278,68786.75,385.2058
永泰花苑,87.68913046,121.524177,31.143716,56737.62121,647.0314042
永泰街43弄,122.9992246,121.5040401,31.2214083,86299.8,701.6288134
永清二村,60.27106779,121.502162,31.393722,41005.56757,680.3524323
永清新村,67.6458735,121.50249,31.396295,40868.95652,604.1603783
永清路337弄,45.48644323,121.5026481,31.39488573,46467.66667,1021.571778
永灵小区,100.2243919,121.436162,31.289973,58936.81818,588.0486481
永盛苑,127.6477189,121.469943,31.249668,73849.46667,578.5412173
永福第六小区,162.9332335,121.444285,31.212433,97575.55556,598.8683431
永福路147弄,164.8938248,121.449765,31.21586595,116889,708.8743326
永福路49弄,179.4931532,121.4505053,31.21764163,101712,566.6622831
永红新村,56.11890133,121.313716,31.3004,36939,658.2274265
永翔佳苑,88.80458441,121.336315,31.297516,43128.10526,485.6517887
永达城市公寓,67.81010309,121.7024898,31.19497248,56234.66667,829.2962864
永馨小区,113.7224139,121.3800832,31.21480315,62488.05882,549.4788291
求精大厦,92.62126866,121.48424,31.270435,68423,738.7396112
汇业公寓,43.66029077,121.6183324,31.14616532,40160.6,919.8427058
汇丰佳苑,126.9293138,121.3696643,31.25434929,51495.63636,405.7032599
汇丰凯苑,56.12255514,121.232673,31.392632,33844.25,603.0418593
汇丰沁苑,52.28631288,121.3355244,31.26158864,44467,850.4520122
汇丰苑,157.3389116,121.51003,31.29551634,70533.8,448.2921565
汇丰荷苑,46.65695916,121.2504143,31.40914364,35627.75,763.6106305
汇丰颐苑,29.97352008,121.2899939,31.42403352,25533,851.851899
汇丽小区,150.8688081,121.4780763,31.21379907,102213,677.4959073
汇丽花园,130.2355934,121.435439,31.241507,81397.23077,624.9998842
汇丽苑,65.15450526,121.597429,31.130112,43539.375,668.24811
汇京佳丽园,146.0210529,121.437011,31.153805,84586.28571,579.2745913
汇众公寓(浦东),91.70806267,121.5235443,31.19525877,53293.5,581.1212063
汇众康定小区,112.7343306,121.439378,31.23650371,96772.2,858.4093193
汇佳苑,76.22966458,121.586042,31.287835,63705.71429,835.7076557
汇元坊,103.3369388,121.530273,31.29947,74328.09091,719.279009
汇华花园,60.300877,121.5799378,31.12099327,43416.5,719.9978202
汇南小区,19.45041816,121.4070426,30.96516582,26795.6,1377.636192
汇南小区,19.45041816,121.406429,30.964224,26795.6,1377.636192
汇善嘉苑,69.20490262,121.615849,31.085076,37319.55,539.2616504
汇园,66.65064103,121.613227,31.286709,66418.25,996.5132965
汇城公寓,45.48774134,121.2411788,31.37972975,29767.77778,654.4131869
汇宁花园,175.039143,121.438201,31.206999,102762,587.0801137
汇宝公寓,82.1780112,121.3551216,31.16411879,54266.25,660.3500037
汇峰鼎园,117.4235802,121.472993,31.208796,112376.7778,957.0205369
汇康公寓,45.8503784,121.593715,31.118409,43946.88889,958.484759
汇成一村,87.81487367,121.4395644,31.15241462,61795.32653,703.6999992
汇成三村,89.36111839,121.440363,31.150517,60344.25,675.285304
汇成二村,90.86185329,121.4413362,31.15193393,58751.71429,646.6048419
汇成五村,88.4479078,121.441976,31.148284,69439.42105,785.0883393
汇成四村,84.46686269,121.4424666,31.15026358,58920.97297,697.5631756
汇成桂苑,166.6163966,121.464415,31.206242,92616.66667,555.8676612
汇景华庭,57.99419813,121.249633,31.400462,43020.5,741.8069632
汇智湖畔家园,135.8803387,121.6124,31.204905,89729.28571,660.3551816
汇枫公寓,40.04643249,121.5890845,31.09619994,40751.64516,1017.609875
汇民轩,36.10716032,121.235049,31.010284,38173.66667,1057.232591
汇益花园,1467.889908,121.4430411,31.21701226,127298,86.7217625
汇福家园吉祥里,63.36145261,121.5963021,31.09454065,34307.85714,541.4626043
汇秀公寓,65.47495211,121.448881,31.33757,51791,791.0047786
汇秀景苑一街坊,31.70044366,121.548613,31.050425,33315.4,1050.944282
汇秀景苑三街坊,32.52750532,121.549864,31.045579,33336.34483,1024.866325
汇秀景苑二街坊,28.96528781,121.549408,31.047094,34374.6,1186.751543
汇站街80弄,127.4965724,121.4393978,31.19619934,122000,956.8884693
汇站街82号,100,121.439218,31.19600806,97936,979.36
汇翠花园,119.3831113,121.4443,31.19123,87475.93939,732.7329508
汇腾东苑,36.66315333,121.5919919,31.09723476,39112.85714,1066.816506
汇腾南苑,42.17393461,121.591874,31.097098,40081.76923,950.3919803
汇腾路16号,37.93103448,121.66132,31.032914,44454,1171.969091
汇豪天下,142.2054196,121.516454,31.232879,101403.8182,713.0798422
汇贤居,197.5044107,121.452224,31.221401,116208.8,588.385847
汇贤阁(公寓),74.3658232,121.315038,31.156365,48594,653.4453315
汇贤雅居,133.1814268,121.433733,31.197419,113564.5,852.7052362
汇贤雅苑,42.56595593,121.6090743,31.08329756,35263.75,828.4496196
汇达苑,87.16350048,121.4444939,31.15568118,71310,818.1176709
汇达苑,87.16350048,121.444435,31.155976,71310,818.1176709
汇通新村,25.84865228,121.757322,31.053135,28974,1120.909504
汇金公寓,127.8504605,121.373958,31.18634,69858.66667,546.409191
汇金广场,133.1033554,121.446728,31.201196,82590.57143,620.4995446
汇锦城(一期),20.6676109,121.6432191,31.03700259,28353.41667,1371.876837
汇锦城三期,26.37518369,121.645044,31.038361,31953.95455,1211.515905
汇锦城二期,31.66227786,121.64498,31.035759,33704.95455,1064.514521
汇锦城（公寓）,30.8413545,121.64498,31.035759,36022.05556,1167.979038
汇颂南苑,42.13250714,121.5391355,31.05773775,38592.42424,915.9773974
汇龙公寓,62.0543754,121.2608391,31.38536357,35607.6,573.8128822
汇龙公寓东区,33.84388984,121.2614208,31.3855594,39080,1154.713604
汇龙新城,126.6955001,121.481756,31.213694,111004.2222,876.1496826
汇龙花苑(徐汇),150.5930669,121.4542288,31.17783063,74440.85714,494.3179568
汇龙花苑(闵行),25.17985612,121.5377101,31.03091084,35610.375,1414.240607
汇龙花苑（徐汇）,78.08878594,121.4542288,31.17783063,71942,921.2846523
汉中小区,134.9930823,121.465707,31.249454,76518.21739,566.8306558
汝南街小区,123.2002792,121.4910559,31.20805712,84550,686.2809122
江东路1441弄,25.7921441,121.5513923,31.37134743,35104,1361.034579
江中公寓,85.31521184,121.231853,31.033113,34975.55556,409.9568506
江临天下,120.6291318,121.518117,31.232224,94273.09677,781.5118566
江升公寓,163.3188695,121.5278841,31.27854648,78100,478.2056123
江华小区,114.6003714,121.4411809,31.21798253,92871.5,810.3944065
江南一村,111.5261004,121.469955,31.199453,62335.33333,558.9304486
江南世纪新苑,104.1033127,121.488102,31.210993,81530.77778,783.1717901
江南二村,122.6454002,121.4677321,31.19951882,60135,490.3159833
江南名庐,121.6868571,121.422737,31.242237,89249.11111,733.4326259
江南名邸,84.5494089,121.402963,31.115036,62262.05,736.3984067
江南山水,118.9717468,121.593511,31.279334,65667.4,551.9579376
江南文化园,56.9843139,121.3467311,31.13388343,46769,820.7346337
江南新村(徐汇),115.2926029,121.4694313,31.19901354,67746.86207,587.6080544
江南新村(普陀),104.6434565,121.4227627,31.24367804,57926,553.5558739
江南新村（徐汇）,125.9896781,121.4694313,31.19901354,65819,522.415812
江南新村（普陀）,101.5712435,121.4227627,31.24367804,72537.5,714.153903
江南新苑,97.21539579,121.485549,31.204953,80019.5,823.1155091
江南新苑（卢湾）,96.83954745,121.485549,31.204953,84704,874.6839719
江南星城,96.72360475,121.393657,31.142667,66534.94805,687.8873903
江南欣苑(闵行),58.94435625,121.4311853,31.11993935,57526.71429,975.9494877
江南清漪园,29.62053058,121.757629,31.047102,32129,1084.68685
江南苑,111.5506561,121.3914755,31.11339653,57149.15385,512.3157122
江南造船大厦(公寓),79.14470288,121.482711,31.204261,76139.33333,962.0269022
江南造船大厦（公寓）,88.03819554,121.482711,31.204261,88739,1007.960232
江宁大楼,138.2207131,121.4618816,31.2358138,91348,660.8850292
江宁路906弄,140.5150508,121.453771,31.246567,85633.57143,609.426328
江川一村,47.32845472,121.2763037,31.11781186,35125.86957,742.1723311
江川公寓,30.47619048,121.4083873,31.00780097,34094,1118.709375
江川路291弄,58.30048858,121.4238141,31.00925807,30179.75,517.658612
江明路36弄,39.02439024,121.7550395,31.18521658,32813,840.833125
江杨名苑,65.90674199,121.4768646,31.31281848,60397.08333,916.4021997
江杨家园,64.57981947,121.476419,31.315279,60353.34375,934.5542345
江桥一村,62.7907984,121.352417,31.264178,44431.36842,707.6095472
江桥三村,51.68503801,121.3461397,31.2633068,39207.25,758.5802682
江桥三村七街坊,63.36541444,121.3428944,31.26074841,40959.30769,646.3984818
江桥三村九街坊,54.52382056,121.3454542,31.26095948,39137.81818,717.8113672
江桥三村五街坊,49.23050075,121.3433053,31.26240292,39723,806.8778379
江桥三村四街坊,57.64743548,121.344971,31.26217678,36567.75,634.3343758
江桥二村,60.33993568,121.3537241,31.26243248,42181.30769,699.0611975
江桥佳苑,56.56767926,121.347824,31.260658,46772.33333,826.8384693
江浦路120号,75.47415044,121.5379986,31.26006001,75542.5,1000.905602
江浦路1275弄,90.57981168,121.5263083,31.27675511,65747.33333,725.8497464
江浦路1285弄,115.3060738,121.5262973,31.27690091,62021.5,537.885802
江浦路1709弄,70.96972029,121.523683,31.284277,63802,899.0031205
江浦路2009弄,92.17221626,121.5232722,31.28608609,66821.38462,724.9623295
江浦路749号,139.8703922,121.5309047,31.26835944,62306,445.4552461
