community,rent_area,lng,lat,sell_area,r/s
共和小区,65.93977159,121.454863,31.326997,52169.8,791.1735018
共和新苑,83.43861916,121.4471766,31.33500422,65212.25,781.5595543
共和新路1200弄,91.16426525,121.4665081,31.26832549,63538.5,696.9671705
共和新路1280弄,80.91860858,121.4659164,31.26967675,67184.66667,830.274616
共和新路1857弄,106.4001743,121.461183,31.278868,72043,677.0947552
共和新路1865弄,112.3083779,121.461534,31.279333,70569.5,628.3547258
共和新路1869弄,106.735882,121.461422,31.279522,72367,678.0006748
共和新路1873弄,108.0095935,121.461376,31.279756,61819,572.3473075
共和新路2103弄,104.2101901,121.46016,31.282217,74548,715.3619038
共和新路2169弄,109.2344646,121.459833,31.28278,73269,670.7498435
共和新路2187号,97.43589744,121.4594306,31.282522,66256,679.9957895
共和新路2203弄,106.6783875,121.4589104,31.28341504,75947.25,711.9272404
共和新路2203弄,106.6783875,121.459293,31.283349,75947.25,711.9272404
共和新路4555弄,89.67301031,121.4559138,31.32272914,52427.58333,584.6528755
共和新路4605弄,69.10898995,121.4547483,31.32298114,53752.28571,777.7900639
共和新路4699弄,73.10870838,121.455552,31.323675,50781.57143,694.6035917
共和新路970弄,104.4072717,121.4674137,31.26472847,63041.33333,603.8021331
共富一村,73.07006946,121.4365694,31.3586347,41703.23656,570.7293953
共富三村,90.50260694,121.4337383,31.35517346,42880.4,473.8029262
共富二村,74.41757471,121.437777,31.353984,41225.23529,553.9717661
共富四村,85.07419901,121.433772,31.35563,43189.2931,507.6661738
共富花园,63.58236856,121.4357426,31.35518026,39139.875,615.5774924
共康七村,83.17391554,121.4433888,31.33410272,49261.76923,592.2742594
共康三村,82.55776544,121.4431255,31.32036442,49820.85185,603.4665738
共康五村,72.66720158,121.445276,31.327692,49084.09615,675.4642409
共康八村,68.7793245,121.4412634,31.33030016,46969.41667,682.9002321
共康公寓,68.37785058,121.4458353,31.33156436,57060.73333,834.4914742
共康六村,82.10416766,121.4473681,31.33027988,50171.14,611.0669096
共康前进公寓,65.81710432,121.447662,31.32567,48705.66667,740.0153375
共康四村,78.44598695,121.441493,31.324544,50184.25843,639.7300918
共康路400弄,79.33035882,121.4441729,31.32707462,50222,633.0741566
共建小区,63.28449328,121.338143,31.227458,40431,638.876886
共江小区,85.14630831,121.4526727,31.33424483,52852.57143,620.7265174
共江花苑,66.40080107,121.4542491,31.33477018,56843.5,856.0664794
兴业公寓(虹口),64.06391317,121.495551,31.281019,52076.5,812.8835318
兴业公寓（虹口）,61.66788321,121.495551,31.281019,74730,1211.813931
兴业嘉园,128.6161165,121.539289,31.228589,67447.08333,524.4061566
兴东佳苑(一期),29.6900115,121.7656771,31.05970239,30990.6,1043.805591
兴东佳苑(二期),30.68181818,121.764335,31.062526,33914,1105.345185
兴东佳苑（二期）,18.11594203,121.764335,31.062526,35431,1955.7912
兴东名苑,46.30551536,121.6986613,31.20663761,41186.66667,889.4548812
兴中公寓,56.78571429,121.3778997,31.11136088,45605.71429,803.1194969
兴亚广场(公寓),143.6499999,121.479406,31.259166,71005,494.2916814
兴亚广场（公寓）,135.5498969,121.479406,31.259166,75926,560.1332183
兴利苑,28.91615029,121.507487,31.036515,30940.4,1070.004122
兴华小区,91.20019614,121.4884173,31.28036326,67737.5,742.7341482
兴南花园,120.646936,121.465093,31.208108,73948.33333,612.9317143
兴国大厦,137.2971193,121.443679,31.210613,82698,602.3287335
兴国花园,221.8467244,121.4446892,31.21392175,136477.5,615.1882583
兴国苑,172.2918759,121.444269,31.215412,100450.5,583.0251687
兴国路229弄,194.0907908,121.4439614,31.21164451,114692.5,590.9219058
兴国路244弄49支弄,215.6763788,121.442345,31.213776,110491,512.2999589
兴国路271弄,188.3963729,121.444087,31.21130478,109269.7143,579.999034
兴国路279号,185.5782315,121.4441578,31.2111468,105401.5,567.9626278
兴国路41弄,295.6150399,121.441978,31.216784,170000,575.0722293
兴安小区,379.6441515,121.4321097,31.22713476,179598,473.0693184
兴安路96弄,127.741094,121.4775946,31.22718486,118757.6667,929.6747269
兴新小区,115.1160479,121.468887,31.259116,69368,602.5919172
兴日家园,32.87891023,121.213589,31.014124,34234.38095,1041.226145
兴林公寓,97.86381472,121.494566,31.219126,76155,778.1732218
兴泉小区,84.01073418,121.445783,31.321825,50641.28947,602.7954638
兴浦新村,63.89107015,121.535979,31.340872,47320.25,740.6394961
兴联公寓,79.53478672,121.458723,31.262785,60773.5,764.1121892
兴联大厦,92.18008593,121.432496,31.228381,68911,747.5692749
兴艺小区,218.0686449,121.4742595,31.25740478,71026,325.70478
兴苑,35.17960173,121.1771749,31.27617277,29857.33333,848.7115222
兴荣家园,59.26655499,121.5250202,31.18743317,68147,1149.839062
兴荣苑,64.69938703,121.4375403,31.13737182,62417.16667,964.7257807
兴都大楼,123.1499647,121.451902,31.197098,75229,610.8730943
兴银花园,58.77362204,121.4077267,31.08666845,42170.52174,717.5076212
兴霞小区,80.8959061,121.37888,31.21421,59775.5,738.9187275
典雅公寓,164.4649848,121.478695,31.290346,71438.2,434.3672309
内江一村,88.93635529,121.5482722,31.29167668,54107.82353,608.3881373
内江二村,83.2084219,121.5487875,31.29200793,57435.97143,690.266323
内江大楼,80.55730499,121.5500505,31.2927508,57254,710.7238755
内江路374弄,94.06142334,121.55162,31.28895587,55363,588.5834812
内江路384弄,83.99957825,121.5514065,31.2896809,56724.5,675.2950572
内江路391弄,81.31620464,121.5510168,31.28972756,52884,650.3500776
内江路476弄,87.78001996,121.55197,31.29174525,55125.14286,627.9919152
冈峰新苑,26.20802621,121.1837696,31.36802333,20598.5,785.9615156
军工路334号,75,121.562649,31.293249,49227,656.36
军工路600弄,63.5673995,121.5563575,31.29802126,56206.75,884.2071634
军工路周家,78.51190651,121.562292,31.29210088,53235.5,678.0563913
军民新村,38.46153846,121.6503452,31.03028268,39983,1039.558
军民花苑,22.66994466,121.457184,30.91403584,25172.16667,1110.376185
农具新村,11.70212766,121.835558,30.909189,19033,1626.456364
农场路16号,25,121.7609431,31.04240967,22731,909.24
农房唐镇壹号,60.86025334,121.693019,31.24373,52871.90909,868.7428361
农房松江府,48.27749858,121.1953335,31.01948211,40539.25,839.7131415
农林小区,105.7816913,121.4416108,31.25975153,69710.66667,659.0050304
冠华大楼,87.60584097,121.4658337,31.26998124,60726.91667,693.1834224
冠浦花园,129.4857311,121.491463,31.211848,75759,585.0760495
冠生园路235弄,86.96860371,121.4334216,31.16829853,68225.55556,784.4848905
冠生园路237弄,102.6637836,121.4329416,31.16699783,74280.16667,723.5284348
冠生园路249号,103.8320773,121.4321095,31.16919505,68865,663.2343473
冠生园路253号,87.5,121.4321084,31.16921197,70713,808.1485714
冠生园路261弄,95.64098151,121.4322082,31.16887827,72431,757.3217972
冠都公寓,175.6354739,121.4842081,31.27139883,79785,454.2647236
冠龙大厦,96.12517235,121.448782,31.246786,73334,762.9011029
冶金公寓,97.25023471,121.5031687,31.28739261,84731.625,871.2742468
冶金大楼,111.7650512,121.4586,31.20048,77803,696.1299545
冶金小区,90.29150888,121.4249165,31.17489025,40932,453.3316644
冶金小区(宝山),68.37731722,121.451303,31.339448,49530.4,724.3688699
冶金小区(徐汇),89.51451294,121.4249165,31.17489025,61365.27273,685.534342
冶金小区（宝山区）,67.28621628,121.451303,31.339448,59675.5,886.8904109
凉东小区,87.63773672,121.4799591,31.3005363,57359.6,654.5080024
凉二小区,68.87725055,121.4780405,31.30277076,61404.3,891.5033557
凉城一村,94.66770145,121.4822364,31.29697935,59188.66667,625.2255601
凉城三村,78.81977142,121.4788815,31.29802257,53930.69565,684.2280139
凉城二村,92.0021569,121.4814497,31.29721572,56881.42857,618.2619027
凉城四村,82.5586143,121.478304,31.299306,55713.64286,674.8374271
凉城路1201弄,80.51254105,121.4768174,31.30870563,56850.69231,706.1097758
凉城路847弄,79.21572726,121.4775126,31.30465183,61327,774.1770747
凌一小区,92.6941808,121.5476487,31.25144305,72918.25,786.6540204
凌三小区,95.83435484,121.5499455,31.2530029,76696.91667,800.3071215
凌二小区,103.985604,121.5489451,31.25206317,78302,753.0080797
凌云公寓,90.6932603,121.5044422,31.15327771,52227.4,575.8685908
凌云新村,75.15000321,121.424663,31.145654,57737.02222,768.2903494
凌兆丁香苑,79.49852236,121.5064239,31.14736794,60328.91667,758.8684026
凌兆丹桂苑,67.16780873,121.5113883,31.14678646,55425,825.1720735
凌兆佳苑,64.23985991,121.5027789,31.15141965,59056,919.30462
凌兆新村,67.58232477,121.4997321,31.15107711,53033.16667,784.7194788
凌兆新村,67.58232477,121.5066655,31.14946434,53033.16667,784.7194788
凌兆新村,67.58232477,121.4993501,31.15132473,53033.16667,784.7194788
凌兆新村,67.58232477,121.4987322,31.15116325,53033.16667,784.7194788
凌兆新村,67.58232477,121.5043027,31.14856716,53033.16667,784.7194788
凌兆新村(三林路709弄),78.79506641,121.5121087,31.14701581,53608,680.3471644
凌兆新村(三林路711弄),60.37201989,121.512151,31.1470293,53154.6,880.4509125
凌兆新村(上浦路165弄),65.92160224,121.4987322,31.15116325,53746.6,815.3108871
凌兆新村(上浦路201弄),69.53074591,121.4993501,31.15132473,51029.33333,733.9103394
凌兆新村(上浦路202弄),61.64734584,121.4997321,31.15107711,51091.73333,828.7742584
凌兆新村(上浦路276弄),67.94449493,121.5009987,31.15138036,50610.6,744.8815397
凌兆新村(上浦路336弄),64.47340392,121.502317,31.15173081,50748.53333,787.1235308
凌兆新村(上浦路355弄),72.88135593,121.5036827,31.15226584,52293,717.5086047
凌兆新村(上浦路36弄),70.57163608,121.4963155,31.15036545,53453.45833,757.4354415
凌兆新村(上浦路410弄),61.83527084,121.5027129,31.15130053,53139.33333,859.3692987
凌兆新村(上浦路480弄),57.53424658,121.5050209,31.15221933,47396.5,823.7963095
凌兆新村(上浦路505弄),72.49514576,121.5057533,31.15266388,53909.33333,743.626801
凌兆新村(上浦路510弄),77.22235268,121.5053726,31.15227635,51066.5,661.2916886
凌兆新村(上浦路565弄),63.23903014,121.506975,31.152963,54390,860.0701162
凌兆新村(上浦路606弄),73.25645378,121.5084356,31.15282482,55257.17647,754.2977255
凌兆新村(上浦路69弄),80.84344688,121.4967614,31.15063417,53535.48148,662.211763
凌兆新村(凌兆路256弄),72.19393705,121.502189,31.14761449,53236.66667,737.4118775
凌兆新村(凌兆路285弄),111.7592891,121.5023653,31.14843551,53848,481.8212466
凌兆新村(凌兆路334弄),74.13654608,121.5042995,31.14676374,53130.14286,716.6525238
凌兆新村(凌兆路379弄),75.83206211,121.5043027,31.14856716,51882.7,684.1789417
凌兆新村(凌兆路396弄),65.35063733,121.50429,31.148346,51171.6,783.0313841
凌兆新村(凌兆路405弄),66.40802735,121.5088288,31.14860823,51280.83333,772.2083516
凌兆新村(凌兆路500弄),77.04918033,121.5073704,31.14944062,52680,683.7191489
凌兆新村(凌兆路530弄),66.91613307,121.508146,31.148245,53618.55556,801.2799469
凌兆新村(凌兆路555弄),65.46795969,121.5081677,31.1501094,53653.88889,819.5442342
凌兆新村(凌兆路586弄),82.1041834,121.5085575,31.14993417,54129.29412,659.2757138
凌兆新村(凌兆路711弄),82.60869565,121.498026,31.14996,51263,620.5521053
凌兆新村(凌兆路726弄),68.45369579,121.511633,31.151109,49778.5,727.1849887
凌兆新村（三林路709弄）,75.23719165,121.5121087,31.14701581,55321,735.2879445
凌兆新村（上浦路201弄）,97.49080741,121.4993501,31.15132473,57166.5,586.3783624
凌兆新村（上浦路336弄）,63.8731731,121.502317,31.15173081,52316.5,819.0684361
凌兆新村（上浦路355弄）,65.49012756,121.5036827,31.15226584,53508,817.0391782
凌兆新村（上浦路36弄）,75.67655776,121.4963155,31.15036545,53754,710.3124348
凌兆新村（上浦路480弄）,55.59969303,121.5050209,31.15221933,53542,962.9909282
凌兆新村（上浦路505弄）,46.42857143,121.5057533,31.15266388,55105,1186.876923
凌兆新村（上浦路510弄）,75.27723693,121.5053726,31.15227635,58549,777.7782819
凌兆新村（上浦路565弄）,48.70475831,121.506975,31.152963,61262,1257.823714
凌兆新村（上浦路69弄）,89.10141157,121.4967614,31.15063417,57519,645.5453285
凌兆新村（凌兆路256弄）,77.84077392,121.502189,31.14761449,55563,713.8032833
凌兆新村（凌兆路285弄）,67.37303237,121.5023653,31.14843551,54007,801.6115365
凌兆新村（凌兆路334弄）,66.33545774,121.5042995,31.14676374,57001,859.2840382
凌兆新村（凌兆路379弄）,71.02313773,121.5043027,31.14856716,53191,748.9249518
凌兆新村（凌兆路396弄）,74.53524658,121.50429,31.148346,54158,726.6092551
凌兆新村（凌兆路405弄）,61.62668682,121.5088288,31.14860823,53230.5,863.75729
凌兆新村（凌兆路428弄）,58.69472789,121.50676,31.147044,54984,936.7791959
凌兆新村（凌兆路530弄）,68.64785394,121.508146,31.148245,56142.4,817.8318298
凌兆新村（凌兆路555弄）,65.70121051,121.5081677,31.1501094,55523,845.0833641
凌兆新村（凌兆路586弄）,76.96434707,121.5085575,31.14993417,59856.5,777.7172454
凌兆新村（凌兆路726弄）,71.96690453,121.511633,31.151109,57491,798.8533115
凌兆路608弄,66.15803207,121.5088743,31.15012494,52027.66667,786.4149679
凌兆路88弄,70.62112688,121.4979329,31.14672581,60967.75,863.3075213
凌北公寓,89.45778213,121.4925178,31.21216354,73760,824.5230123
凌四小区,93.76388336,121.5528248,31.25384385,73848.33333,787.5989207
凌桥一村,37.50805947,121.5493992,31.37074205,39040.33333,1040.851856
凌桥二村,39.22192633,121.5498798,31.37114225,39666.9,1011.345023
凌桥苑,27.83891394,121.5509683,31.37201448,39106.85714,1404.755129
凌港城,36.67182224,121.7410363,31.17706107,34678.05556,945.6321895
凌港城,36.67182224,121.741131,31.175791,34678.05556,945.6321895
凌霄苑,61.51442389,121.532282,31.14447,50012,813.0125723
凌高小区,77.6456524,121.556823,31.252936,58938.88,759.0750825
凤六新苑,85.10035862,121.5229508,31.29016114,68334,802.98134
凤凰大厦,132.7079159,121.592212,31.249348,76486.16667,576.3496937
凤凰大厦（浦东）,105.430698,121.592212,31.249348,91524,868.0963106
凤凰大楼,73.0068068,121.5204988,31.28114366,67048.77778,918.3907737
凤凰家园,135.6366186,121.547974,31.204883,61412,452.768586
凤凰小区,54.1264726,121.242639,31.017405,34895.75862,644.7077917
凤凰新村,40.74728851,121.240764,31.01609232,36690.71429,900.4455419
凤凰景苑,82.61260734,121.4204576,31.0232498,51238.27273,620.2234063
凤南一村,95.26028144,121.5328044,31.28086617,95863,1006.327071
凤城一村,95.74519746,121.5249131,31.28202267,63042.6,658.4413806
凤城三村,99.13154944,121.523864,31.28626,60279.85938,608.0794633
凤城二村,97.72244424,121.5249473,31.28466594,60401.53535,618.0927608
凤城五村,92.38711193,121.524606,31.287522,66810.08,723.1536803
凤城六村,84.29000545,121.523207,31.289595,73659.75,873.884746
凤城四村,102.3489135,121.528786,31.289401,66913.76471,653.7808991
凤城花园,139.45402,121.5273744,31.2857545,74694.4,535.6202713
凤城路104弄,83.11548668,121.529542,31.28538541,63593.83333,765.1261621
凤城路91弄,120.6896552,121.5295263,31.28487313,66304,549.376
凤庆小区,47.24861552,121.4086935,31.0194971,35284.05195,746.7743036
凤辰乐苑,35.0877193,121.702564,31.401894,25485,726.3225
凯佳公寓,87.62617561,121.704155,31.181687,53404.53333,609.4586802
凯兴苑,79.47488176,121.5381564,31.27698913,70041.76923,881.3069952
凯利大楼,111.0387633,121.3941243,31.1064019,47807,430.5433398
凯城景庭园,73.40355497,121.5227534,31.31455901,64620,880.3388341
凯德嘉博名邸,106.7376674,121.528598,31.191295,86227.53846,807.8454451
凯德新视界(一期),19.8362069,121.816194,30.967592,25285.70968,1274.725042
凯德新视界(二期),17.5,121.816015,30.967233,25114,1435.085714
凯德新视界（一期）,15.28806476,121.816194,30.967592,23809,1557.358657
凯德林茵湖畔(公寓),115.9660409,121.288133,31.215361,59295.16667,511.3149176
凯德林茵湖畔(别墅),109.082901,121.28518,31.212558,59912.42857,549.2375799
凯德林茵湖畔（公寓）,114.6255352,121.288133,31.215361,63833.5,556.8872581
凯德林茵湖畔（别墅）,109.1044301,121.28518,31.212558,54585,500.3004913
凯德茂名公馆,355.2123746,121.468063,31.228444,172270.2,484.9780366
凯德莲公馆,125.4124482,121.526796,31.195076,91819.75,732.1422341
凯德都会新峰,42.89896106,121.161694,31.293175,27562,642.486422
凯德都会晶彩,39.30538612,121.16178,31.289919,22000,559.7197272
凯悦公寓,147.8358365,121.4640812,31.20687591,95038,642.8617191
凯托大厦,144.0309562,121.431327,31.189396,67273,467.0732028
凯旋一村,121.8194066,121.431059,31.199503,101755.3684,835.2968651
凯旋公寓,150.9522498,121.426868,31.207203,76347.66667,505.7736254
凯旋华庭,77.28841852,121.410949,31.278341,73427.2,950.0414344
凯旋花苑,96.82673475,121.44002,31.19042,95863.84615,990.0555502
凯旋豪庭,105.7248702,121.437994,31.189796,101114,956.3880269
凯旋路10弄,109.3390806,121.4208967,31.22914468,75928.5,694.4314838
凯旋路110号,59.55882353,121.4211329,31.22748293,94273,1582.855309
凯旋路112号,132.6086957,121.4213141,31.22755233,88316,665.9895082
凯旋路118号,109.5238095,121.4215329,31.22739438,87673,800.4926087
凯旋路2280弄,108.9147494,121.4334993,31.19389595,84806.8,778.6530334
凯旋都市花园,102.3473948,121.425881,31.210242,79223.4,774.0636693
凯欣豪园,183.4968155,121.424661,31.222694,104695.6765,570.5585474
凯歌公寓,133.0673805,121.448453,31.199841,105963,796.3108586
凯润金城,100.3663722,121.48856,31.2628,78863.66667,785.7578679
凯翔小区,106.4659321,121.4457232,31.17655713,76873.48,722.0476868
凯虹公寓,82.74058193,121.512168,31.26922,79241.6,957.7114175
凯虹家园,131.7101242,121.499241,31.261959,72851.92857,553.1232245
凯达苑,110.8744732,121.5372945,31.26057839,71568.33333,645.4897259
凯迪澳澜湾,52.96324923,121.236392,31.135592,39568.73333,747.0979199
凯迪赫菲庄园,25.76842762,121.23502,31.134665,38290.5,1485.946312
凯鑫苑,64.34149423,121.612627,31.28616547,63652.57143,989.2927137
凯阳公寓,73.16800468,121.536705,31.274319,67952,928.7119459
凯鹏国际大厦,119.5101397,121.47059,31.256525,50297.25,420.8617789
创世纪花园,134.4001813,121.445988,31.191704,84655.69231,629.8778132
创新佳苑,70.92110842,121.673629,31.214784,50030,705.4317271
创智坊(公寓),112.4895511,121.517303,31.309868,79058.72222,702.8094736
创智坊（公寓）,107.9081765,121.517303,31.309868,81462.5,754.924257
创欣公寓,40.7773427,121.5862797,31.11822629,42984.4,1054.124598
创联金海花苑,64.52943745,121.658321,31.275207,62349,966.2101897
利丰苑,115.2225226,121.4556677,31.27374848,65768.76923,570.7978592
利安小区,132.294482,121.4329659,31.22078187,87722,663.081322
利星国际广场,123.072006,121.431924,31.217469,85070.68421,691.2269245
利津小区,104.2725467,121.5848682,31.2852622,46381.8,444.8131505
利津路158弄,64.73065195,121.5872735,31.28539194,61167,944.9464536
利翔公寓,39.7260274,121.3157161,31.29583632,33870,852.5896552
利西大楼,123.6269269,121.436576,31.221308,77296,625.2359573
利西路125弄,238.1736621,121.4366129,31.22102453,68196.75,286.3320377
利西路166号,153.125,121.4353356,31.22148789,80066,522.88
利西路24弄,134.7187198,121.4384993,31.2218418,80871,600.2951938
利西路280弄,114.6253961,121.4322672,31.22066468,65987,575.675219
利西路47弄,164.7634237,121.4378773,31.22141077,78863,478.6438533
制造局后街24-28号,130.1282167,121.488848,31.215911,86515.66667,664.8493989
制造局路370弄,155.0324675,121.488848,31.208009,87047.66667,561.4802373
前哨路198弄,39.90350613,121.7274898,31.24508657,29021.52381,727.2925772
前哨路231弄,34.68153842,121.7292329,31.24489053,26162,754.3494665
前哨路288弄,38.37920291,121.7297597,31.24516569,31183.13333,812.500807
前进小区,110.1236827,121.5007291,31.25890331,75083.91667,681.8144364
剑桥丽苑,71.00868345,121.42079,31.028513,45415.90909,639.5824692
剑桥景苑,72.6750096,121.406715,31.094847,56421.66667,776.3558199
剑桥馨苑,59.76374327,121.410231,31.076808,53895.35,901.8067988
剑河小区,79.83922055,121.3750679,31.22383425,55581.75,696.1709999
剑河路896弄,84.16407061,121.3763709,31.20624261,73562,874.0309192
加东花园,61.15205515,121.5593702,31.1848576,54876.25,897.3737655
加州水郡,98.89153215,121.518704,31.337528,81755.25,826.7163853
加州花园,75.59292987,121.337555,31.251016,58611.2,775.3529344
加盟圣蓝,42.36444542,121.5827838,31.12356877,41429,977.919092
包头路902弄,88.39506173,121.54511,31.331446,59144.66667,669.0946927
包运大厦,96.7004863,121.484779,31.262369,64418.57143,666.1659511
化工一四村,84.16214488,121.4310014,31.15024054,61089.8,725.8584021
化工二三村,86.69721171,121.4240908,31.14399894,62219.4,717.6632186
化工小区(长宁),137.3004984,121.4288182,31.21178243,78037.81818,568.3724321
化工小区(静安),163.8511064,121.471158,31.2338571,98940.4,603.8433439
化工小区（长宁）,124.0450435,121.4288182,31.21178243,80939,652.4968489
化工新村,23.82168844,121.4594929,30.92357816,23471,985.2786069
化纤小区,127.3512225,121.426312,31.212415,72768.25,571.3981268
北中路248号,75.47169811,121.5632939,31.1898269,63825,845.68125
北中路278弄,62.81877866,121.5638926,31.19004767,52544,836.4377837
北中路280弄,66.7784254,121.5638836,31.18991857,54276.38889,812.7832989
北九峰小区,73.52676877,121.234264,31.023041,35919.61538,488.5243291
北京东路375-395号,153.2317709,121.489271,31.245894,81870.66667,534.2930267
北京东路375号,120.3703704,121.4893911,31.24581111,81447,676.6366154
北京西路1599号,132.4121413,121.4520844,31.23268317,87603,661.5934094
北华苑,78.73895446,121.419657,31.287482,55843.68966,709.2256944
北唐新苑,25.2735313,121.5823846,30.93364465,18699.65385,739.890822
北唐新苑,25.2735313,121.582285,30.935226,18699.65385,739.890822
北城公寓,116.661269,121.485727,31.274075,56637.5,485.4867473
北大街108弄,50.50999275,121.2553815,31.39266299,29427.33333,582.6041884
北大街127弄,41.06629721,121.2557688,31.3932569,34532,840.8841884
北大街139弄,33.80214918,121.2555512,31.39355303,30718,908.7587845
北大街161弄,39.04741728,121.2556386,31.39321454,34537.5,884.5015217
北大街280弄,49.26478121,121.2534018,31.39703544,30419.16667,617.4627375
北宝兴路10弄,103.8315529,121.474042,31.27649563,62751.75,604.3610851
北宝兴路345弄,90.63153652,121.470482,31.281172,68661,757.5839783
北宝兴路42弄,95.34586265,121.4727883,31.27727994,59795.5,627.1431013
北宸佳苑,84.44048118,121.494561,31.294543,91372,1082.087628
北巷小区,94.37562131,121.397515,31.244092,68805.15385,729.0564331
北市场小区,119.346666,121.4778791,31.24678622,74874.5,627.3698503
北平家园,90.06948074,121.371208,31.228602,70790.71429,785.956727
北方佳苑,131.9066768,121.468884,31.257819,69580.25,527.4960426
北方公寓,130.7597454,121.487542,31.222118,90840.75,694.7149499
北方花苑,142.3907053,121.496924,31.211465,81628,573.2677553
北杰公寓,60.4311132,121.445263,31.312123,51549.33333,853.0263734
北松路47号,55.55555556,121.415949,31.049383,36528.5,657.513
北松路49号,46.15384615,121.4151882,31.04905044,42445,919.6416667
北枫桥园,125,121.4154216,31.24709307,66130,529.04
北欧丽景,76.33586338,121.4360478,31.02286872,41141,538.9472022
北欧阳光庭园,59.31089284,121.576268,31.155961,64200.28571,1082.436676
北水湾名邸,93.21907042,121.249046,31.39841,40075.5,429.9066685
北汪小区,149.6890476,121.4395839,31.22415716,92510.25,618.0161574
北海大厦,145.1201061,121.450408,31.189848,72185,497.415568
北海新苑,91.79276044,121.432755,31.284268,52551.40909,572.5005854
北港和景苑,26.04166667,121.588016,30.935566,20161.4,774.19776
北石路101号,84.61538462,121.410407,31.255685,53381,630.8663636
北石路124号,83.33333333,121.4099259,31.25420601,60129.5,721.554
北石路130号,100,121.407621,31.254679,54117,541.17
北石路142号,106.4516129,121.4089774,31.25411214,55957,525.6566667
北石路153弄,88.18714771,121.406,31.25429987,61797,700.7483698
北石路440弄,80.84118703,121.4022099,31.25326198,61260.5,757.7882296
北石路63号,63.79310345,121.4113692,31.25534219,63221,991.0318919
北美公寓,140.2524921,121.463311,31.265661,72125.5,514.2546768
北苑大厦,81.20104507,121.471861,31.250239,55866.83333,688.006334
北茶园,99.43769779,121.522975,31.298011,68407.46296,687.942948
北蒙三小区,144.5160539,121.482555,31.211906,91504,633.1753292
北蒙三小区,144.5160539,121.483499,31.21139,91504,633.1753292
北蔡大街32弄,83.62332543,121.5599903,31.19436126,63217.33333,755.9772708
北蔡大街小区,86.69166381,121.560596,31.193846,59478,686.0867284
北蔡苑,53.38705037,121.5578117,31.18571003,55582.28571,1041.119248
北虹公寓,114.5981377,121.38516,31.214069,62803,548.0281028
北虹公寓（长宁）,72.78887158,121.38516,31.214069,72690.33333,998.6462457
北虹新村,22.79121977,121.445138,30.966396,25907,1136.709674
北郊一号,15.20737327,121.3332268,31.4824748,27231.42857,1790.672727
北郊小区,96.91551848,121.496836,31.280495,69691.14286,719.0916785
北郊御墅,17.89982383,121.333404,31.48211563,18888,1055.205916
北顾小区,75.21956605,121.3763273,31.20461763,65634.75,872.575494
北高大楼,133.8316279,121.5316046,31.22567693,84823.2,633.805337
北龙潭苑,37.74642552,121.237385,31.016087,36586,969.2573402
医学院路54弄,113.5687415,121.463732,31.20605378,74463.33333,655.6675048
医院路21弄,25.66834615,121.122536,31.154984,29266,1140.159161
十字街大楼,27.96363695,121.7612788,31.05172009,30366.42857,1085.925576
十里都华,113.3015261,121.443954,31.252091,95292.8,841.0548676
千岱名墅,57.57865503,121.421634,31.0225,44662,775.6693861
千汇苑,26.99762474,121.774501,31.11873247,33509.91667,1241.217218
千汇苑一村,32.82175468,121.7751909,31.11664828,35432,1079.527903
千汇苑二村,32.61131055,121.7723393,31.11974499,36355.72,1114.819349
千汇苑四村,35.14796896,121.7710147,31.12293016,37337.6,1062.297513
千秋嘉苑,67.99248513,121.6305232,31.3288775,37010,544.3248608
千路公寓,92.59852549,121.4471167,31.25043477,75164,811.7191889
千鹤小区,85.05128642,121.426369,31.184121,70547.28571,829.4675917
升平小区,186.5879655,121.4680785,31.23172984,105004.4286,562.7609921
半岛花园,114.8979466,121.441891,31.253607,75984.94737,661.3255467
半岛花园别墅,65.54054054,121.3402999,31.14595629,40806,622.6070103
半岛豪门(公寓),83.32463783,121.387948,31.141384,63366.83333,760.4813533
半岛豪门(别墅),77.94338833,121.387097,31.141872,52233,670.1402277
半岛豪门（公寓）,48.24732311,121.387948,31.141384,63344,1312.901855
华一小区,95.13432993,121.476208,31.30488,62110.33333,652.869825
华一新城,105.4739061,121.4059031,31.16478828,65229.125,618.4385066
华业小区,165.2609898,121.4621863,31.23254564,108345.2857,655.601094
华业翠都,75.98039216,121.5226433,31.19024865,69812,918.816
华东公寓,80.66350901,121.4826533,31.29489381,57800.57143,716.564059
华东化工大厦,113.7940213,121.439297,31.22193,69959.66667,614.7921119
华东花苑,84.90411728,121.440219,31.154983,57682.45902,679.3835313
华严路58弄,58.02212769,121.4800687,31.30788109,53252.88889,917.8031038
华严路68弄,67.76581237,121.480032,31.30878399,55339.11111,816.6228542
华中公寓,61.41266115,121.237989,31.023211,32911.73913,535.9113009
华中大厦,85.90829323,121.428028,31.196012,68337,795.4645289
华丰佳园,70.94234963,121.5090983,31.16455128,65215,919.2675509
华丰大楼,69.86939002,121.5200989,31.29686824,62547.25,895.2024625
华丰新苑,85.16986063,121.51583,31.197577,73144.4,858.8061488
华丰苑(阳光新居),76.97320805,121.4009794,31.07375576,39982.57143,519.4349105
华丰路12号,78.42171214,121.5136495,31.19781805,63172.5,805.5485946
华丽家园,84.79341051,121.400433,31.108502,59780.64706,705.0152447
华丽家族古北花园,156.0217231,121.410122,31.199759,101266.1,649.051286
华丽家族汇景天地(公寓),134.2483587,121.483957,31.204853,87635.22222,652.7843101
