Z,长度,cy_count,人均消费_,data_point,r/s_均值,rent_area_,sell_area_,lng,lat
137,1764.168744,,,,,,,377590,3428011
91,3060.201446,1,0,,,,,378590,3428011
160,2387.521666,,,,,,,379590,3428011
173,3612.24804,,,1,663.052051,26.11917869,17318.375,380590,3428011
196,466.9016439,,,1,698.7277428,29.84316884,20852.25,381590,3428011
213,2543.38638,1,0,,,,,382590,3428011
231,1197.023258,,,,,,,383590,3428011
170,2733.964688,,,,,,,384590,3428011
139,1976.967175,,,,,,,385590,3428011
175,2829.034691,,,1,1664.114213,18.34178994,30522.83333,386590,3428011
203,1039.605759,,,,,,,387590,3428011
239,526.0143015,,,,,,,388590,3428011
239,2177.793538,,,,,,,389590,3428011
235,3811.568365,,,,,,,390590,3428011
235,11029.12912,6,0,,,,,391590,3428011
239,3289.504235,,,6,1965.181898,10.75213446,21129.9,392590,3428011
200,3402.788446,,,,,,,393590,3428011
100,2200.289081,,,,,,,394590,3428011
56,0,,,,,,,395590,3428011
239,181.1535144,,,,,,,396590,3428011
75,769.4880784,,,,,,,397590,3428011
0,1000.638571,,,,,,,398590,3428011
0,1420.498545,,,,,,,399590,3428011
309,254.0391842,,,,,,,308590,3429011
327,2519.491227,,,,,,,309590,3429011
8631,4271.046075,,,,,,,310590,3429011
2601,3173.989085,18,81,,,,,311590,3429011
141,152.5087465,,,,,,,312590,3429011
265,537.3283515,1,14,,,,,313590,3429011
275,943.2988811,,,,,,,314590,3429011
269,1718.664504,,,,,,,315590,3429011
268,3518.01042,7,0,,,,,316590,3429011
268,369.5927077,,,,,,,317590,3429011
185,3728.512683,,,,,,,318590,3429011
207,3427.776778,1,0,,,,,319590,3429011
207,1274.46768,1,0,,,,,320590,3429011
185,1660.626397,1,0,,,,,321590,3429011
181,962.0284989,,,,,,,322590,3429011
157,4799.88458,,,,,,,323590,3429011
178,6023.060737,1,0,,,,,324590,3429011
41,3324.252853,4,50,,,,,325590,3429011
136,3926.764806,1,0,,,,,326590,3429011
128,4367.045666,,,,,,,327590,3429011
146,3100.218538,3,0,,,,,328590,3429011
164,4924.701399,1,20,,,,,329590,3429011
199,5638.338676,1,14,,,,,330590,3429011
2652,2169.584444,,,,,,,331590,3429011
207,1000.513378,,,,,,,332590,3429011
184,3203.75527,1,105,,,,,333590,3429011
195,2012.773539,1,0,,,,,334590,3429011
207,4393.935417,,,,,,,335590,3429011
207,3099.177202,,,,,,,336590,3429011
178,5981.318819,,,,,,,337590,3429011
81,1186.154622,,,,,,,338590,3429011
206,4143.278919,1,57,1,876.6003535,36.1677073,31704.625,339590,3429011
634,3678.864272,1,69,,,,,340590,3429011
5239,3775.300301,,,,,,,341590,3429011
894,2072.424748,,,,,,,342590,3429011
1394,1884.63949,,,,,,,343590,3429011
478,1274.127274,,,,,,,344590,3429011
488,4657.513622,,,,,,,345590,3429011
485,2704.48969,,,,,,,346590,3429011
488,1077.707888,,,,,,,347590,3429011
488,3115.45371,,,,,,,348590,3429011
146,6169.987925,,,,,,,349590,3429011
492,4227.640072,,,1,926.8323723,35.25115228,32671.90909,350590,3429011
492,5052.194122,,,,,,,351590,3429011
597,3194.716858,,,,,,,352590,3429011
488,1622.706189,,,,,,,353590,3429011
503,1036.742612,,,,,,,354590,3429011
2096,1659.992981,,,,,,,355590,3429011
2655,2749.241265,1,19,,,,,356590,3429011
2265,210.0287108,,,,,,,357590,3429011
478,0,,,,,,,358590,3429011
342,2074.940394,,,,,,,359590,3429011
378,1198.930245,1,0,,,,,360590,3429011
468,2565.142292,,,,,,,361590,3429011
473,4462.353157,,,5,1489.524444,15.4109589,22955,362590,3429011
316,2600.610258,,,1,938.6011765,26.5625,24931.59375,363590,3429011
274,1796.04517,,,,,,,364590,3429011
317,2207.811682,,,,,,,365590,3429011
443,3226.40147,,,,,,,366590,3429011
446,3287.206832,,,,,,,367590,3429011
488,1391.692357,,,,,,,368590,3429011
400,2021.112917,,,,,,,369590,3429011
192,3082.698258,,,,,,,370590,3429011
466,2922.641964,,,,,,,371590,3429011
488,1156.887825,,,,,,,372590,3429011
1696,1260.485579,,,,,,,373590,3429011
3727,434.3137952,,,,,,,374590,3429011
239,817.8389505,,,,,,,375590,3429011
239,3615.689494,,,,,,,376590,3429011
211,4046.984939,,,,,,,377590,3429011
158,2318.175107,,,,,,,378590,3429011
139,3461.387432,,,,,,,379590,3429011
135,3202.972061,1,55,,,,,380590,3429011
203,3055.4569,,,,,,,381590,3429011
239,2426.430522,,,,,,,382590,3429011
239,1835.358308,,,,,,,383590,3429011
201,1177.072223,,,,,,,384590,3429011
201,2605.405134,,,,,,,385590,3429011
185,1995.09635,1,0,,,,,386590,3429011
239,979.4287355,,,,,,,387590,3429011
239,1502.433346,,,,,,,388590,3429011
239,3312.511093,,,,,,,389590,3429011
239,4303.965651,1,0,,,,,390590,3429011
235,3457.585816,2,0,,,,,391590,3429011
233,1302.513196,1,77,,,,,392590,3429011
116,1934.142,,,,,,,393590,3429011
0,2832.891522,,,,,,,394590,3429011
82,224.1505749,,,,,,,395590,3429011
213,0,,,,,,,396590,3429011
0,0,,,,,,,397590,3429011
0,525.8719193,,,,,,,398590,3429011
0,537.3673643,,,,,,,399590,3429011
311,0,,,,,,,308590,3430011
2862,0,,,,,,,309590,3430011
2862,0,,,,,,,310590,3430011
12633,761.6594988,,,,,,,311590,3430011
1959,981.1045168,,,,,,,312590,3430011
266,191.311002,,,,,,,313590,3430011
272,1857.227009,2,0,,,,,314590,3430011
250,3916.175393,14,12,,,,,315590,3430011
299,2881.962429,7,0,,,,,316590,3430011
221,212.6701773,,,,,,,317590,3430011
132,2392.392053,,,,,,,318590,3430011
115,3705.07548,7,0,,,,,319590,3430011
185,2234.168149,4,29,,,,,320590,3430011
206,2451.939741,,,,,,,321590,3430011
167,2577.53999,,,,,,,322590,3430011
202,1517.472073,,,,,,,323590,3430011
148,1958.462261,,,,,,,324590,3430011
1027,101.0464207,,,,,,,325590,3430011
140,3681.930065,,,,,,,326590,3430011
990,1033.818911,,,,,,,327590,3430011
5376,4043.155083,6,0,,,,,328590,3430011
1405,4322.50999,4,0,,,,,329590,3430011
132,4426.907513,2,0,,,,,330590,3430011
153,2852.778335,2,0,,,,,331590,3430011
206,1263.475528,,,,,,,332590,3430011
183,2418.744136,1,0,,,,,333590,3430011
188,2352.580825,1,0,,,,,334590,3430011
207,2221.426659,,,,,,,335590,3430011
207,3499.10837,8,0,,,,,336590,3430011
207,895.2836979,,,,,,,337590,3430011
131,2370.792598,,,,,,,338590,3430011
0,2934.178269,,,,,,,339590,3430011
3468,6067.784054,,,,,,,340590,3430011
12930,3520.87667,,,,,,,341590,3430011
1109,5591.964744,,,,,,,342590,3430011
2587,6557.797841,1,0,,,,,343590,3430011
2587,4378.488776,16,0,,,,,344590,3430011
1127,3732.681662,,,,,,,345590,3430011
488,1889.98979,,,,,,,346590,3430011
2452,0,,,,,,,347590,3430011
3566,1424.300667,,,,,,,348590,3430011
16011,4078.424087,2,0,,,,,349590,3430011
1267,7134.694144,,,11,971.064022,27.3785587,26586.33333,350590,3430011
249,5083.695921,,,9,1261.952012,29.58300551,37332.33333,351590,3430011
475,877.5254857,1,0,3,1328.250575,27.95632142,37133,352590,3430011
488,3821.787074,,,,,,,353590,3430011
445,1245.004708,,,,,,,354590,3430011
244,1417.569554,,,,,,,355590,3430011
3973,3989.509994,7,0,,,,,356590,3430011
4941,4598.904592,,,,,,,357590,3430011
400,2703.927844,,,,,,,358590,3430011
386,2738.79306,,,,,,,359590,3430011
440,1782.115365,,,,,,,360590,3430011
255,262.7884123,,,,,,,361590,3430011
405,387.8061832,,,,,,,362590,3430011
220,1008.252581,,,,,,,363590,3430011
355,1510.114494,,,,,,,364590,3430011
380,1001.992186,,,,,,,365590,3430011
399,335.369232,,,,,,,366590,3430011
341,146.0259874,,,,,,,367590,3430011
305,40.21632907,,,,,,,368590,3430011
5782,0,,,,,,,369590,3430011
1856,632.4195809,,,,,,,370590,3430011
488,1753.815209,,,,,,,371590,3430011
431,1172.738734,,,,,,,372590,3430011
3313,789.2921253,,,,,,,373590,3430011
4884,69.5089259,,,,,,,374590,3430011
219,0,,,,,,,375590,3430011
239,5.119883302,,,,,,,376590,3430011
239,0,,,,,,,377590,3430011
239,0,,,,,,,378590,3430011
239,1126.196582,,,,,,,379590,3430011
146,3860.448302,2,0,,,,,380590,3430011
191,942.3307433,,,1,965.2972321,19.24398625,18576.16667,381590,3430011
222,1044.002849,,,,,,,382590,3430011
212,214.7989707,,,,,,,383590,3430011
239,634.5952269,,,,,,,384590,3430011
169,535.0781478,,,,,,,385590,3430011
236,1751.469093,,,,,,,386590,3430011
211,2027.810361,,,,,,,387590,3430011
236,2674.553237,,,,,,,388590,3430011
239,1384.934807,,,,,,,389590,3430011
237,0,,,,,,,390590,3430011
178,1278.563169,,,,,,,391590,3430011
192,1042.645487,,,,,,,392590,3430011
9,1182.402893,,,,,,,393590,3430011
30,70.51051611,,,,,,,394590,3430011
213,954.307111,,,,,,,395590,3430011
107,1003.542863,,,,,,,396590,3430011
0,1004.767315,,,,,,,397590,3430011
0,1234.683871,,,,,,,398590,3430011
0,0,,,,,,,399590,3430011
227,0,,,,,,,307590,3431011
227,0,,,,,,,308590,3431011
275,1276.750045,,,,,,,309590,3431011
151,2045.571535,,,,,,,310590,3431011
285,0,,,,,,,311590,3431011
240,2518.748371,2,0,,,,,312590,3431011
194,1597.420365,1,0,,,,,313590,3431011
3253,1710.292625,3,0,,,,,314590,3431011
196,1149.053674,,,,,,,315590,3431011
271,130.8310072,,,,,,,316590,3431011
214,0,,,,,,,317590,3431011
1409,205.0614655,,,,,,,318590,3431011
146,3891.71631,,,,,,,319590,3431011
83,2127.992053,1,123,,,,,320590,3431011
176,2651.869359,,,,,,,321590,3431011
206,2555.344933,,,,,,,322590,3431011
207,811.7014269,,,,,,,323590,3431011
1151,771.7650483,,,,,,,324590,3431011
168,807.7184965,1,33,,,,,325590,3431011
2336,2516.975123,,,,,,,326590,3431011
10583,6221.541616,3,0,,,,,327590,3431011
7891,3642.112967,10,0,,,,,328590,3431011
2952,4758.407904,2,0,,,,,329590,3431011
2283,3168.544697,9,0,,,,,330590,3431011
1889,5518.883333,11,0,,,,,331590,3431011
165,4236.12685,29,13,,,,,332590,3431011
207,2427.330818,,,,,,,333590,3431011
2662,2838.029905,3,0,,,,,334590,3431011
1796,3712.620177,5,0,,,,,335590,3431011
2240,2796.633465,,,,,,,336590,3431011
207,3600.824151,5,0,,,,,337590,3431011
207,2321.659223,,,,,,,338590,3431011
186,1652.256392,,,,,,,339590,3431011
0,708.611439,,,,,,,340590,3431011
0,3225.797973,,,,,,,341590,3431011
4456,4373.846567,,,,,,,342590,3431011
11761,5299.707533,3,0,,,,,343590,3431011
10996,6830.623092,3,0,,,,,344590,3431011
7746,5929.786659,5,0,3,730.5500103,45.04993464,32911.23022,345590,3431011
5142,5086.04732,6,84,,,,,346590,3431011
13142,6469.301143,14,0,1,744.6618451,49.64400988,36968,347590,3431011
8080,7889.368938,51,0,,,,,348590,3431011
20947,6257.26813,26,17,3,704.343644,56.09255686,39508.4359,349590,3431011
18611,1855.627761,1,0,15,1011.38263,29.39350014,29728.07547,350590,3431011
3464,1790.511608,,,4,1391.894114,24.10025278,33545,351590,3431011
488,2251.07041,,,2,1125.048649,25.69444444,28907.5,352590,3431011
488,3462.704458,,,,,,,353590,3431011
385,2405.482925,,,,,,,354590,3431011
211,3946.914584,,,,,,,355590,3431011
116,2618.362881,,,,,,,356590,3431011
397,2751.48654,2,0,,,,,357590,3431011
479,4927.19788,,,,,,,358590,3431011
488,2109.857636,1,66,,,,,359590,3431011
394,1156.521913,1,0,,,,,360590,3431011
487,2623.286169,,,,,,,361590,3431011
484,2261.982352,,,,,,,362590,3431011
457,1186.033346,,,,,,,363590,3431011
434,1525.893153,,,,,,,364590,3431011
72,2077.928147,,,,,,,365590,3431011
239,1444.353607,,,,,,,366590,3431011
239,916.0169467,,,,,,,367590,3431011
455,1261.295838,,,,,,,368590,3431011
2991,1053.682691,,,,,,,369590,3431011
235,1859.859485,,,,,,,370590,3431011
195,3137.287539,,,,,,,371590,3431011
195,1052.158349,,,,,,,372590,3431011
187,1290.863509,,,,,,,373590,3431011
242,1811.726158,,,,,,,374590,3431011
193,1707.140766,,,,,,,375590,3431011
239,3503.057822,,,,,,,376590,3431011
239,2719.927908,2,0,,,,,377590,3431011
239,2304.293777,,,,,,,378590,3431011
1854,2196.401093,,,,,,,379590,3431011
1063,1690.747747,,,,,,,380590,3431011
233,214.8115318,,,,,,,381590,3431011
226,2321.075269,,,,,,,382590,3431011
206,3204.159313,,,,,,,383590,3431011
239,4384.117465,,,,,,,384590,3431011
230,3512.591265,,,,,,,385590,3431011
221,1916.143667,,,,,,,386590,3431011
225,3766.446791,,,,,,,387590,3431011
239,1563.65631,,,,,,,388590,3431011
216,2171.203183,,,,,,,389590,3431011
171,1001.361545,,,,,,,390590,3431011
239,557.6614313,,,,,,,391590,3431011
51,3349.145731,,,,,,,392590,3431011
3,5781.367404,,,,,,,393590,3431011
101,3158.462543,,,,,,,394590,3431011
195,1307.897015,,,,,,,395590,3431011
11,1431.215439,,,,,,,396590,3431011
0,1362.055307,,,,,,,397590,3431011
0,291.62683,,,,,,,398590,3431011
173,0,,,,,,,307590,3432011
173,0,,,,,,,308590,3432011
221,0,,,,,,,309590,3432011
225,200.6355366,,,,,,,310590,3432011
211,2289.291106,,,,,,,311590,3432011
198,6624.488701,14,48,,,,,312590,3432011
5865,2130.481941,,,1,982.1856189,19.71058644,19359.45455,313590,3432011
7568,4457.526223,,,1,1269.180555,18.17753045,23070.56818,314590,3432011
276,1703.143539,,,,,,,315590,3432011
317,876.7921149,,,,,,,316590,3432011
260,1230.338296,,,,,,,317590,3432011
1409,208.6185245,,,,,,,318590,3432011
161,1213.404987,1,100,,,,,319590,3432011
158,782.5556471,,,,,,,320590,3432011
153,4868.288254,,,,,,,321590,3432011
145,5239.395294,22,85,,,,,322590,3432011
206,2199.615373,,,,,,,323590,3432011
1008,495.9192353,,,,,,,324590,3432011
207,485.6499072,,,,,,,325590,3432011
2551,3521.768426,1,0,1,1066.149038,35.34621521,37684.33333,326590,3432011
11242,6569.251232,30,200,,,,,327590,3432011
18043,6443.800375,72,0,3,1203.359018,51.34793447,61790,328590,3432011
7748,8798.814382,76,47,2,683.8055172,43.93939394,30046,329590,3432011
17892,10560.15902,281,93,7,1110.664952,29.20952889,32442,330590,3432011
14534,6837.093944,121,0,11,895.3274946,42.86550664,38378.66667,331590,3432011
14534,7730.387113,159,0,7,633.3828307,56.46742897,35765.5,332590,3432011
1463,5029.898586,4,0,12,833.1556296,41.28440367,34396.33333,333590,3432011
144,11107.82978,12,0,2,891.2622745,35.84008611,31942.91667,334590,3432011
3582,5361.525686,20,0,,,,,335590,3432011
2168,7676.368417,8,0,,,,,336590,3432011
1989,4756.881433,2,0,,,,,337590,3432011
136,7296.126824,73,0,,,,,338590,3432011
205,3652.712971,30,0,2,1047.696994,29.73903733,31157.5,339590,3432011
0,1798.032157,,,,,,,340590,3432011
1418,2103.430128,1,0,,,,,341590,3432011
9249,3555.540198,,,,,,,342590,3432011
12687,3287.998352,3,70,,,,,343590,3432011
13086,6268.279357,2,0,1,789.1103473,41.6304261,32851,344590,3432011
13832,3293.063154,3,0,,,,,345590,3432011
13832,10957.63077,36,15,,,,,346590,3432011
13832,9509.640955,145,0,9,826.6707667,46.09757992,38107.52174,347590,3432011
13832,15094.10152,59,0,17,559.8660636,76.16954038,42644.74074,348590,3432011
8371,8185.179998,78,107,14,628.8794776,60.30543186,37924.84848,349590,3432011
15226,2823.045935,,,10,959.9909714,40.69767442,39069.4,350590,3432011
4249,1839.971068,,,,,,,351590,3432011
488,2822.948451,,,,,,,352590,3432011
488,3804.33101,,,,,,,353590,3432011
0,3204.824671,,,,,,,354590,3432011
0,3012.345097,,,,,,,355590,3432011
0,2918.772811,,,,,,,356590,3432011
305,3491.111731,2,0,,,,,357590,3432011
0,2529.610771,,,,,,,358590,3432011
0,3878.954477,,,,,,,359590,3432011
0,1207.56213,,,,,,,360590,3432011
0,4178.824264,,,,,,,361590,3432011
212,2730.979248,,,,,,,362590,3432011
488,316.4356186,,,,,,,363590,3432011
239,2630.529238,,,,,,,364590,3432011
239,2662.824142,,,,,,,365590,3432011
239,1835.016982,,,,,,,366590,3432011
222,2197.602997,,,,,,,367590,3432011
221,490.8134284,,,,,,,368590,3432011
189,2451.69959,,,,,,,369590,3432011
196,2170.171049,,,,,,,370590,3432011
226,1000.318436,1,0,,,,,371590,3432011
215,0,1,0,,,,,372590,3432011
208,677.044603,,,,,,,373590,3432011
239,28.46567582,,,,,,,374590,3432011
144,3624.332594,1,0,,,,,375590,3432011
138,3039.469229,,,,,,,376590,3432011
146,1572.814692,,,,,,,377590,3432011
181,1897.177421,,,,,,,378590,3432011
222,1161.947327,,,,,,,379590,3432011
201,2095.50847,,,,,,,380590,3432011
134,497.2999516,,,,,,,381590,3432011
122,4859.258567,,,,,,,382590,3432011
183,3028.353821,,,,,,,383590,3432011
177,5099.131724,,,,,,,384590,3432011
159,1084.994261,,,,,,,385590,3432011
196,232.5650901,,,,,,,386590,3432011
169,2109.78979,,,,,,,387590,3432011
173,2352.308802,,,,,,,388590,3432011
146,2050.442705,,,,,,,389590,3432011
113,3267.3374,,,,,,,390590,3432011
89,3255.544904,,,,,,,391590,3432011
129,926.6704791,,,,,,,392590,3432011
29,2729.243117,,,,,,,393590,3432011
0,0,,,,,,,394590,3432011
0,1100.168409,,,,,,,395590,3432011
0,0,,,,,,,396590,3432011
0,1135.686835,,,,,,,397590,3432011
0,0,,,,,,,398590,3432011
0,0,,,,,,,300590,3433011
127,0,,,,,,,301590,3433011
127,0,,,,,,,302590,3433011
0,0,,,,,,,303590,3433011
0,0,,,,,,,305590,3433011
57,0,,,,,,,306590,3433011
57,0,,,,,,,307590,3433011
98,1540.672589,,,,,,,308590,3433011
145,1019.844905,,,,,,,309590,3433011
128,2291.916638,1,0,,,,,310590,3433011
158,793.5968598,,,,,,,311590,3433011
228,4999.933923,30,11,,,,,312590,3433011
6718,3699.70795,2,110,,,,,313590,3433011
12698,2218.700739,1,0,,,,,314590,3433011
331,2336.839616,,,,,,,315590,3433011
276,4.07975676,,,,,,,316590,3433011
277,0,,,,,,,317590,3433011
164,0,,,,,,,318590,3433011
3,1772.434819,,,,,,,319590,3433011
77,4209.076529,,,,,,,320590,3433011
73,3803.030999,1,0,,,,,321590,3433011
120,3562.904816,1,0,,,,,322590,3433011
183,1269.138778,,,,,,,323590,3433011
164,2138.726717,,,,,,,324590,3433011
6912,311.9312415,,,,,,,325590,3433011
6912,2218.341786,27,0,,,,,326590,3433011
14409,6279.088423,153,16,6,1054.604944,39.89045083,42068.66667,327590,3433011
21031,4917.21268,33,0,6,925.7383123,33.06706014,30611.44444,328590,3433011
18271,8006.432411,18,13,4,1041.226145,32.87891023,34234.38095,329590,3433011
18350,5721.447328,70,0,13,925.4798157,36.48797281,33768.88235,330590,3433011
18350,9171.616997,154,0,17,900.4455419,40.74728851,36690.71429,331590,3433011
18228,5833.239316,49,67,12,953.9758733,39.76620485,37936,332590,3433011
4305,5391.0657,47,77,3,769.7402283,42.11492375,32417.55102,333590,3433011
107,5310.936185,2,0,4,758.7518,42.37288136,32150.5,334590,3433011
671,11399.55798,,,,,,,335590,3433011
27,7561.423008,,,,,,,336590,3433011
79,10014.45209,25,0,,,,,337590,3433011
102,9252.960262,67,0,,,,,338590,3433011
195,5949.15534,,,2,771.091037,41.83483547,32258.46667,339590,3433011
194,332.7244016,,,2,740.4068627,32.0610687,23738.23529,340590,3433011
1451,2614.605853,,,,,,,341590,3433011
7528,2861.758902,,,,,,,342590,3433011
10248,1829.377104,1,16,,,,,343590,3433011
13832,445.6658152,,,,,,,344590,3433011
13832,2080.939996,,,1,881.8633015,34.84888455,30731.95238,345590,3433011
13832,4120.7607,3,70,,,,,346590,3433011
13832,16031.83004,35,0,3,1007.173367,35.20996765,35462.54167,347590,3433011
13832,11054.49232,35,0,5,826.7415847,54.66330642,45192.42857,348590,3433011
12138,10901.55309,75,0,9,1104.94,36.13861386,39931,349590,3433011
5428,8686.914345,20,0,9,458.5591193,93.4410596,42848.25,350590,3433011
0,5304.010708,11,0,2,573.5759,75.16561704,43113.18644,351590,3433011
353,3900.81232,3,0,,,,,352590,3433011
0,518.9757917,,,,,,,353590,3433011
0,2405.295729,,,,,,,354590,3433011
0,291.8365729,,,,,,,355590,3433011
0,1385.099906,,,,,,,356590,3433011
0,1137.873641,1,0,,,,,357590,3433011
0,3702.694631,9,0,,,,,358590,3433011
0,4632.064035,10,40,,,,,359590,3433011
0,1920.669006,1,0,3,1115.047164,27.40493944,30557.8,360590,3433011
0,1414.172024,,,,,,,361590,3433011
0,3087.694716,,,,,,,362590,3433011
185,3164.187806,3,0,,,,,363590,3433011
136,3205.656836,7,0,,,,,364590,3433011
114,3881.328566,9,0,,,,,365590,3433011
191,6055.855309,,,,,,,366590,3433011
187,3210.656982,,,2,1171.410837,27.96684615,32760.66667,367590,3433011
169,793.2474457,,,,,,,368590,3433011
141,9674.294983,6,53,,,,,369590,3433011
140,4759.166903,33,0,3,1455.7346,18.24817518,26564.5,370590,3433011
151,3268.320811,1,0,3,951.728,29.41176471,27992,371590,3433011
147,1637.17046,,,,,,,372590,3433011
157,1175.031204,,,,,,,373590,3433011
137,962.7744743,,,,,,,374590,3433011
2692,8830.931901,22,37,,,,,375590,3433011
183,2124.323896,2,0,2,1155.635122,24.4047619,28203,376590,3433011
239,1039.920048,,,,,,,377590,3433011
216,2857.349615,2,0,,,,,378590,3433011
153,4016.83284,,,,,,,379590,3433011
128,200.3527261,,,,,,,380590,3433011
117,3485.737877,,,,,,,381590,3433011
183,5963.455907,,,,,,,382590,3433011
239,4100.813725,1,0,,,,,383590,3433011
239,4222.979729,,,,,,,384590,3433011
222,1719.850535,7,0,,,,,385590,3433011
196,1650.640043,,,,,,,386590,3433011
239,2267.275073,,,,,,,387590,3433011
239,2306.191392,,,,,,,388590,3433011
239,2146.163363,,,,,,,389590,3433011
239,0,,,,,,,390590,3433011
239,243.4948975,,,,,,,391590,3433011
125,1534.844547,,,,,,,392590,3433011
0,1519.78508,,,,,,,393590,3433011
0,99.24473118,,,,,,,394590,3433011
0,1008.632518,,,,,,,395590,3433011
0,482.682514,,,,,,,396590,3433011
0,653.0874589,,,,,,,397590,3433011
6,475.1612459,,,,,,,299590,3434011
297,2236.648062,,,,,,,300590,3434011
335,2521.095923,,,,,,,301590,3434011
19,1826.14219,,,,,,,302590,3434011
304,843.8338895,,,,,,,303590,3434011
217,0,,,,,,,304590,3434011
217,745.4105273,,,,,,,305590,3434011
326,1806.577151,,,,,,,306590,3434011
210,1536.124896,,,,,,,307590,3434011
124,1740.418954,,,,,,,308590,3434011
180,1010.457222,,,,,,,309590,3434011
324,1000.603142,,,,,,,310590,3434011
234,1999.898542,,,,,,,311590,3434011
165,4184.77962,,,,,,,312590,3434011
331,1663.842863,,,,,,,313590,3434011
295,1008.08851,,,,,,,314590,3434011
298,1045.390054,,,,,,,315590,3434011
262,236.6803611,,,,,,,316590,3434011
37,1008.183242,,,,,,,317590,3434011
67,3213.472671,,,,,,,318590,3434011
145,4547.335874,3,27,,,,,319590,3434011
145,2838.096028,8,0,,,,,320590,3434011
106,3042.738844,,,,,,,321590,3434011
53,2265.106617,,,,,,,322590,3434011
161,1378.613547,,,,,,,323590,3434011
97,1234.512972,,,,,,,324590,3434011
3529,5697.949675,1,14,,,,,325590,3434011
7365,9863.654646,32,83,,,,,326590,3434011
21511,9769.167533,15,0,9,1199.102613,39.23684218,47049,327590,3434011
21515,5942.137386,28,0,9,965.3956575,40.27392544,38880.27273,328590,3434011
18350,6121.469703,12,19,3,690.4335093,56.70860728,39153.52273,329590,3434011
18350,7682.716297,34,0,6,978.0671334,37.09663556,36283,330590,3434011
18350,10687.55138,7,0,3,436.4257129,67.55745286,29483.80952,331590,3434011
18088,4147.466158,9,0,7,941.3557727,44.32649292,41727,332590,3434011
10242,5042.059038,11,87,,,,,333590,3434011
1341,2963.084761,2,0,,,,,334590,3434011
113,3863.043517,37,0,,,,,335590,3434011
0,4426.399839,100,26,,,,,336590,3434011
74,5569.740728,4,0,,,,,337590,3434011
128,3047.095438,2,0,,,,,338590,3434011
175,5203.307365,,,,,,,339590,3434011
0,0,,,,,,,340590,3434011
1806,2206.926907,,,,,,,341590,3434011
2638,2020.66365,,,,,,,342590,3434011
2471,6989.494274,8,0,,,,,343590,3434011
8503,1793.943164,2,0,1,934.9777143,28.22580645,26390.5,344590,3434011
12862,2062.73178,31,27,3,982.8794415,33.11494638,32548,345590,3434011
13832,8699.217232,25,0,1,1056.192884,43.86589058,46330.84146,346590,3434011
13832,3670.729894,15,0,3,1099.255564,33.48795743,36811.82353,347590,3434011
13832,5635.294502,7,0,5,1243.704098,45.64201947,56765.16667,348590,3434011
9809,10998.55983,12,0,3,682.8714411,59.02599559,40307.16667,349590,3434011
3745,13117.55883,6,11,,,,,350590,3434011
1402,14684.88844,6,0,,,,,351590,3434011
0,5475.677675,4,0,,,,,352590,3434011
751,3372.496793,1,0,,,,,353590,3434011
751,956.9503508,,,1,943.4091017,68.70961135,64821.27273,354590,3434011
0,614.0362417,,,,,,,355590,3434011
0,2394.801249,,,1,1206.61625,21.62162162,26089,356590,3434011
0,2699.380552,14,0,1,1360.497258,22.79166667,31008,357590,3434011
0,1289.132017,,,1,443.8744797,73.94476098,32822.19231,358590,3434011
0,4831.78207,4,64,1,1204.774543,30.51770537,36766.95455,359590,3434011
0,2989.708558,,,3,874.426966,36.42728465,31853,360590,3434011
175,3929.803438,,,,,,,361590,3434011
129,3783.371108,,,,,,,362590,3434011
0,6001.349723,1,0,,,,,363590,3434011
105,4834.959459,8,81,3,861.2351782,35.71428662,30758.4,364590,3434011
1392,8877.837626,65,13,6,925.5056637,37.07641122,34314.42857,365590,3434011
2286,6354.851636,4,0,2,1634.851226,26.15650851,42762,366590,3434011
150,3082.848284,,,1,1151.854157,19.67436577,22662,367590,3434011
90,1336.158372,,,,,,,368590,3434011
18,3808.341471,11,62,,,,,369590,3434011
101,2629.215896,18,29,8,861.2596319,34.1677843,29427.33333,370590,3434011
192,4848.287533,20,0,2,1107.031915,31.33333333,34687,371590,3434011
239,2400.472281,,,6,1171.969091,37.93103448,44454,372590,3434011
1870,1795.941183,,,,,,,373590,3434011
2288,485.8582917,2,34,,,,,374590,3434011
1094,1572.938598,2,0,,,,,375590,3434011
6216,2076.169511,6,0,4,1658.648541,16.34620881,27112.61538,376590,3434011
6344,1715.453155,,,,,,,377590,3434011
1947,2142.600205,,,,,,,378590,3434011
3556,6139.640831,11,72,1,867.4211122,39.93033292,34636.41379,379590,3434011
173,650.0357456,,,3,925.5682353,29.8245614,27604.66667,380590,3434011
101,6956.016016,7,49,,,,,381590,3434011
123,3020.269189,,,1,1239.548465,25.20525499,31243.13514,382590,3434011
227,2170.5715,,,,,,,383590,3434011
239,2133.643926,,,,,,,384590,3434011
239,2043.488635,,,,,,,385590,3434011
239,1223.559193,,,,,,,386590,3434011
226,2247.115379,,,,,,,387590,3434011
226,3703.440914,,,,,,,388590,3434011
187,1349.563525,,,,,,,389590,3434011
239,193.3098916,,,,,,,390590,3434011
239,446.776704,,,,,,,391590,3434011
40,1092.813537,,,,,,,392590,3434011
0,300.9578682,,,,,,,393590,3434011
0,1325.024374,,,,,,,394590,3434011
0,0,,,,,,,395590,3434011
0,1135.430262,,,,,,,396590,3434011
236,0,,,,,,,299590,3435011
278,2989.368656,,,,,,,300590,3435011
311,3311.99713,1,0,,,,,301590,3435011
